"team_year_id","year","team","sp_rating","conference","offense_ranking","offense_rating","defense_ranking","defense_rating","expected_wins","total_games","total_wins","total_losses","talent_rating","recruiting_rank","recruiting_points"
"2018Colorado",2018,"Colorado",-0.7,"Pac-12",85,27,58,27.2,5.3,12,5,7,575.65,53,187.11
"2018Florida Atlantic",2018,"Florida Atlantic",-0.8,"Conference USA",49,30.8,82,29.9,6,12,5,7,537.93,75,163.9
"2018Buffalo",2018,"Buffalo",-1.1,"Mid-American",47,31.3,82,29.9,10.9,14,10,4,369.14,136,81.31
"2018South Florida",2018,"South Florida",-1.2,"American Athletic",69,29.1,80,29.8,5.3,13,7,6,548.62,65,176.25
"2018Army",2018,"Army",-1.5,"FBS Independents",65,29.4,68,28.7,9.6,13,11,2,230.75,117,118.69
"2018Air Force",2018,"Air Force",-1.8,"Mountain West",67,29.2,90,31.2,6.4,12,5,7,186.27,122,110.51
"2018Eastern Michigan",2018,"Eastern Michigan",-2,"Mid-American",93,25.5,52,26.1,7.8,13,7,6,344.06,110,121.54
"2018Georgia Southern",2018,"Georgia Southern",-2.4,"Sun Belt",78,27.9,92,31.6,8.4,13,10,3,303.12,90,146.64
"2018North Carolina",2018,"North Carolina",-2.5,"ACC",57,29.9,94,31.9,3.6,11,2,9,688.48,20,232.27
"2018Northern Illinois",2018,"Northern Illinois",-2.7,"Mid-American",117,19.1,23,20.8,6.5,14,8,6,432.31,93,141.69
"2018Tulane",2018,"Tulane",-3.5,"American Athletic",106,23.8,65,28.3,7.4,13,7,6,445.36,68,173.75
"2018Middle Tennessee",2018,"Middle Tennessee",-3.8,"Conference USA",103,24.4,68,28.7,6.8,14,8,6,414.19,104,125.31
"2018Southern Miss",2018,"Southern Miss",-5,"Conference USA",122,16.6,27,21.4,5.6,11,6,5,387.32,80,157.89
"2018SMU",2018,"SMU",-5.4,"American Athletic",105,24,79,29.7,3.7,12,5,7,485.46,87,151.67
"2018Louisiana Tech",2018,"Louisiana Tech",-6.9,"Conference USA",111,22,56,27,7,13,8,5,477.5,77,162.18
"2018Louisiana",2018,"Louisiana",-6.9,"Sun Belt",52,30.5,116,38.9,5.5,14,7,7,376.68,105,124.91
"2018Florida International",2018,"Florida International",-7.4,"Conference USA",86,26.7,104,34.7,9.4,13,9,4,476.52,69,173.58
"2018Illinois",2018,"Illinois",-7.9,"Big Ten",69,29.1,115,38.6,4.1,12,4,8,562.67,54,185.83
"2018Louisville",2018,"Louisville",-9.1,"ACC",101,24.5,99,33.6,2.2,12,2,10,632.22,30,213.58
"2018New Mexico",2018,"New Mexico",-9.5,"Mountain West",106,23.8,109,35.7,3.8,12,3,9,411.95,124,110.31
"2018Kansas",2018,"Kansas",-10,"Big 12",114,21.9,94,31.9,2.8,12,3,9,517.1,60,178.59
"2018Navy",2018,"Navy",-10.2,"American Athletic",82,27.5,114,38.3,4.1,13,3,10,349.26,106,124.71
"2018Colorado State",2018,"Colorado State",-10.3,"Mountain West",80,27.6,110,36.7,3.1,12,3,9,479.97,86,152.79
"2018Hawai'i",2018,"Hawai'i",-10.4,"Mountain West",63,29.5,118,39.5,7.4,14,8,6,343.97,96,138.46
"2018Western Michigan",2018,"Western Michigan",-10.7,"Mid-American",60,29.8,112,37.4,7.5,13,7,6,442.29,76,163.69
"2018UL Monroe",2018,"UL Monroe",-10.9,"Sun Belt",87,26.5,108,35.4,5.9,12,6,6,326.66,118,116.57
"2018UNLV",2018,"UNLV",-11.1,"Mountain West",50,30.7,116,38.9,3.7,12,4,8,400.76,99,131.08
"2018Tulsa",2018,"Tulsa",-11.2,"American Athletic",109,22.9,96,32.3,3.6,12,3,9,368.14,97,137.25
"2018Rutgers",2018,"Rutgers",-12.3,"Big Ten",123,15,67,28.5,1.2,12,1,11,555.24,56,184.28
"2018Old Dominion",2018,"Old Dominion",-14.1,"Conference USA",98,24.9,119,39.7,4.4,12,4,8,333.18,128,108.27
"2018East Carolina",2018,"East Carolina",-14.9,"American Athletic",118,18.3,101,34.2,4.7,12,3,9,434.48,89,147.43
"2018Oregon State",2018,"Oregon State",-16,"Pac-12",73,28.8,126,43.4,2.7,12,2,10,535.36,70,173.14
"2018Western Kentucky",2018,"Western Kentucky",-16.1,"Conference USA",120,17.9,93,31.8,4.2,12,3,9,353.43,84,154.77
"2018Massachusetts",2018,"Massachusetts",-16.1,"FBS Independents",79,27.8,124,42.2,4.5,12,4,8,388.91,108,123.66
"2018Texas State",2018,"Texas State",-16.4,"Sun Belt",126,14.9,73,29,5,12,3,9,302.55,107,124.24
"2018San José State",2018,"San José State",-17.1,"Mountain West",121,17.3,104,34.7,1.7,12,1,11,430.62,94,140.86
"2018South Alabama",2018,"South Alabama",-17.7,"Sun Belt",101,24.5,123,42,2.9,12,3,9,394.24,115,120.03
"2018Charlotte",2018,"Charlotte",-18.5,"Conference USA",123,15,98,33.5,5.7,12,5,7,311,111,120.43
"2018Ball State",2018,"Ball State",-18.9,"Mid-American",110,22.5,120,40.2,3.9,12,4,8,362.1,119,115.57
"2018Akron",2018,"Akron",-19.3,"Mid-American",128,11.9,89,31,2.9,12,4,8,361,127,108.81
"2018Central Michigan",2018,"Central Michigan",-20,"Mid-American",130,9,68,28.7,1.8,12,1,11,413.6,120,111.22
"2018New Mexico State",2018,"New Mexico State",-20.2,"FBS Independents",116,19.2,113,38,2.3,12,3,9,249.32,125,109.3
"2018Georgia State",2018,"Georgia State",-20.4,"Sun Belt",108,23.6,127,43.6,2.3,12,2,10,404.34,95,140.45
"2018Kent State",2018,"Kent State",-20.4,"Mid-American",115,20.5,121,40.3,3.3,12,2,10,351.73,100,127.72
"2018Bowling Green",2018,"Bowling Green",-22,"Mid-American",99,24.7,128,43.9,2.8,12,3,9,375.14,91,144.03
"2018UTSA",2018,"UTSA",-22.1,"Conference USA",129,11.1,102,34.4,2.6,12,3,9,405.2,85,152.98
"2018UConn",2018,"UConn",-26.4,"American Athletic",99,24.7,130,51.9,1.1,12,1,11,389.2,102,125.87
"2018Rice",2018,"Rice",-26.4,"Conference USA",123,15,125,42.5,1.4,13,2,11,375.12,112,120.42
"2018UTEP",2018,"UTEP",-26.6,"Conference USA",127,12.1,111,37.1,2.6,12,1,11,345.76,129,105.24
"2019Ohio State",2019,"Ohio State",35.4,"Big Ten",4,44.4,2,10.6,13.3,14,13,1,973.56,14,261.18
"2019LSU",2019,"LSU",33.1,"SEC",1,48.9,20,17.7,14.6,15,15,0,906.17,5,284.06
"2019Alabama",2019,"Alabama",32.4,"SEC",2,47.7,3,14.6,11.4,13,11,2,984.96,1,317.5
"2019Clemson",2019,"Clemson",28.1,"ACC",5,43.5,3,14.6,12.8,15,14,1,863.03,10,275.55
"2019Georgia",2019,"Georgia",26.8,"SEC",32,34.2,1,10,11.5,14,12,2,960.16,2,309.12
"2019Penn State",2019,"Penn State",24.3,"Big Ten",13,37.5,10,15.7,9.9,13,11,2,857.34,12,270.67
"2019Florida",2019,"Florida",24,"SEC",11,37.8,7,15.5,10.8,13,11,2,835.68,9,276.85
"2019Oklahoma",2019,"Oklahoma",22.9,"Big 12",3,46.1,47,24.9,11.5,14,12,2,869.53,6,279.28
"2019Auburn",2019,"Auburn",21,"SEC",34,33.9,5,14.9,9.2,13,9,4,843.93,11,271.94
"2019Michigan",2019,"Michigan",20.7,"Big Ten",21,35.7,11,16,9.2,13,9,4,853.4,8,277.15
"2019Wisconsin",2019,"Wisconsin",20.3,"Big Ten",12,37.7,14,16.4,11.1,14,10,4,675.8,29,219.51
"2019Utah",2019,"Utah",19.5,"Pac-12",16,36.5,16,17,11.2,14,11,3,620.35,42,196.61
"2019Minnesota",2019,"Minnesota",19.4,"Big Ten",7,39.8,26,19.6,10.2,13,11,2,621.36,45,194.48
"2019UCF",2019,"UCF",19.1,"American Athletic",14,37.3,21,18.1,9.6,13,10,3,598.57,59,179.69
"2019Oregon",2019,"Oregon",19,"Pac-12",22,35.6,7,15.5,11.3,14,12,2,817.7,7,277.98
"2019Washington",2019,"Washington",18.3,"Pac-12",24,35.3,24,19.5,8,13,8,5,801.33,15,259.19
"2019Memphis",2019,"Memphis",18,"American Athletic",8,39.5,39,23.4,9.8,14,12,2,551.97,67,172.4
"2019Baylor",2019,"Baylor",17.8,"Big 12",27,34.7,18,17.3,9.9,14,11,3,668.9,35,203.39
"2019Notre Dame",2019,"Notre Dame",17.7,"FBS Independents",20,35.8,22,18.5,9.8,13,11,2,843.29,16,258.56
"2019Iowa",2019,"Iowa",16.7,"Big Ten",53,30,6,15.2,7.7,13,10,3,637.65,41,199.36
"2019Texas A&M",2019,"Texas A&M",15,"SEC",33,34,23,19.4,8,13,8,5,848.89,4,285.46
"2019USC",2019,"USC",13.1,"Pac-12",9,39,59,26.7,7.8,13,8,5,915.56,20,243.51
"2019Indiana",2019,"Indiana",12.8,"Big Ten",22,35.6,41,23.8,8.1,13,8,5,603.81,36,202.63
"2019Iowa State",2019,"Iowa State",12.6,"Big 12",42,31.8,24,19.5,9.4,13,7,6,597.15,46,192.25
"2019Air Force",2019,"Air Force",12.1,"Mountain West",17,36.2,53,25.8,10.9,13,11,2,151.86,107,134.5
"2019Texas",2019,"Texas",12,"Big 12",10,38.7,67,28.5,7.7,13,8,5,877.91,3,287.69
"2019App State",2019,"App State",11.3,"Sun Belt",31,34.3,37,23.2,10.6,14,13,1,412.32,101,139
"2019Washington State",2019,"Washington State",11.1,"Pac-12",6,41.7,95,33.1,8,13,6,7,556.27,65,174.14
"2019Tennessee",2019,"Tennessee",10.8,"SEC",73,27.8,19,17.4,7.6,13,8,5,830.34,13,269.07
"2019North Carolina",2019,"North Carolina",10.3,"ACC",25,35.1,43,24.6,8.2,13,7,6,697.75,30,218.57
"2019Navy",2019,"Navy",9.9,"American Athletic",18,36,52,25.5,11.1,13,11,2,335.4,124,124.39
"2019Louisiana",2019,"Louisiana",9.6,"Sun Belt",15,36.7,65,28.3,10.8,14,11,3,406.49,76,158.45
"2019Miami",2019,"Miami",9.6,"ACC",80,26,9,15.6,7.9,13,6,7,815.12,27,222.07
"2019Kentucky",2019,"Kentucky",9.1,"SEC",49,30.1,34,22.2,8.1,13,8,5,672.74,34,203.49
"2019Cincinnati",2019,"Cincinnati",9.1,"American Athletic",64,29.1,31,21.1,9.1,14,11,3,576.61,79,158.17
"2019Oklahoma State",2019,"Oklahoma State",8.7,"Big 12",26,35,56,26.2,6.2,13,8,5,644.42,38,202.09
"2019Boise State",2019,"Boise State",8.1,"Mountain West",38,32.9,48,25,10.1,14,12,2,561.42,50,189.93
"2019Virginia Tech",2019,"Virginia Tech",8,"ACC",54,29.9,38,23.3,8.6,13,8,5,696.39,26,224.01
"2019Missouri",2019,"Missouri",7.8,"SEC",89,24.5,17,17.1,7.1,12,6,6,642.83,37,202.13
"2019Tulane",2019,"Tulane",7.5,"American Athletic",36,33.1,55,25.9,7.3,13,7,6,486.98,94,144.82
"2019Michigan State",2019,"Michigan State",7.2,"Big Ten",91,24.4,13,16.1,8.3,13,7,6,688.74,32,215.21
"2019TCU",2019,"TCU",6.7,"Big 12",65,28.8,35,22.9,6.6,12,5,7,691.63,33,210.62
"2019Virginia",2019,"Virginia",6.3,"ACC",47,30.4,50,25.2,8.4,14,9,5,580.28,39,200.89
"2019Arizona State",2019,"Arizona State",6.3,"Pac-12",72,28,40,23.7,5.1,13,8,5,686.44,28,219.76
"2019Kansas State",2019,"Kansas State",6,"Big 12",65,28.8,46,24.8,6.4,13,8,5,543.49,62,177.4
"2019South Carolina",2019,"South Carolina",4.8,"SEC",98,23.4,29,20.8,4.3,12,4,8,762.68,17,247.26
"2019SMU",2019,"SMU",4.4,"American Athletic",29,34.6,65,28.3,8.7,13,10,3,565.15,68,167.28
"2019Pittsburgh",2019,"Pittsburgh",4.1,"ACC",109,20.4,11,16,7.3,13,8,5,637.95,58,181.53
"2019Ohio",2019,"Ohio",3.7,"Mid-American",19,35.9,97,33.5,7.7,13,7,6,337.17,103,138.11
"2019Mississippi State",2019,"Mississippi State",3.5,"SEC",36,33.1,69,28.7,6.3,13,6,7,732.68,24,236.6
"2019Temple",2019,"Temple",3.2,"American Athletic",87,24.6,29,20.8,8.1,13,8,5,489.03,105,136.56
"2019Ole Miss",2019,"Ole Miss",2.9,"SEC",67,28.6,41,23.8,5.1,12,4,8,717.92,22,238.11
"2019Texas Tech",2019,"Texas Tech",2.7,"Big 12",39,32.5,83,31.2,6.5,12,4,8,577.21,61,177.69
"2019Nebraska",2019,"Nebraska",2.6,"Big Ten",40,32.2,61,27.4,6.2,12,5,7,729.47,18,245.1
"2019Wake Forest",2019,"Wake Forest",2,"ACC",60,29.4,68,28.6,8.4,13,8,5,563.24,57,182.26
"2019San Diego State",2019,"San Diego State",2,"Mountain West",122,16.6,15,16.6,8.6,13,10,3,504.19,91,149.19
"2019Florida State",2019,"Florida State",1.8,"ACC",48,30.2,60,27.1,7,13,6,7,878.07,19,244.31
"2019Western Kentucky",2019,"Western Kentucky",1.7,"Conference USA",96,23.6,31,21.1,8.4,13,9,4,486.97,86,153.89
"2019BYU",2019,"BYU",1.3,"FBS Independents",67,28.6,56,26.2,5.8,13,7,6,560.78,81,156.76
"2019Illinois",2019,"Illinois",0.6,"Big Ten",91,24.4,53,25.8,5.4,13,6,7,661.73,53,184.37
"2019Louisville",2019,"Louisville",0.2,"ACC",29,34.6,98,33.6,7.1,13,8,5,645.84,69,165.93
"2019Louisiana Tech",2019,"Louisiana Tech",0.2,"Conference USA",84,25.3,48,25,8.4,13,10,3,501.25,83,155.46
"2019Florida Atlantic",2019,"Florida Atlantic",-0.6,"Conference USA",67,28.6,74,29.5,11.2,14,11,3,524.02,60,178.99
"2019Purdue",2019,"Purdue",-0.7,"Big Ten",45,30.8,81,31,4.4,12,4,8,607.4,25,224.72
"2019Oregon State",2019,"Oregon State",-0.7,"Pac-12",35,33.8,93,32.8,5.4,12,5,7,595.5,66,172.88
"2019Wyoming",2019,"Wyoming",-1.1,"Mountain West",108,20.5,33,21.7,7.2,13,8,5,397.9,97,140.75
"2019Duke",2019,"Duke",-1.8,"ACC",112,19.7,36,23,5.1,12,5,7,633.24,49,191.38
"2019Marshall",2019,"Marshall",-1.9,"Conference USA",94,23.8,58,26.6,6.3,13,8,5,489.63,71,165.42
"2019Hawai'i",2019,"Hawai'i",-1.9,"Mountain West",27,34.7,113,35.8,8.2,15,10,5,420.99,115,129.53
"2019Buffalo",2019,"Buffalo",-2,"Mid-American",85,25,43,24.6,9.4,13,8,5,284.74,106,134.64
"2019Army",2019,"Army",-2.1,"FBS Independents",67,28.6,80,30.4,6.2,13,5,8,265.19,99,139.75
"2019Tulsa",2019,"Tulsa",-2.5,"American Athletic",87,24.6,50,25.2,6,12,4,8,424.54,109,133.88
"2019California",2019,"California",-2.6,"Pac-12",94,23.8,45,24.7,7.8,13,8,5,611.58,43,196.48
"2019Arkansas State",2019,"Arkansas State",-2.9,"Sun Belt",49,30.1,102,34.2,6.7,13,8,5,447.87,95,143.36
"2019Syracuse",2019,"Syracuse",-3,"ACC",89,24.5,75,29.6,4.4,12,5,7,574.82,55,182.67
"2019Colorado State",2019,"Colorado State",-3.9,"Mountain West",79,26.1,78,30.1,5.3,12,4,8,518.83,84,155.22
"2019UCLA",2019,"UCLA",-3.9,"Pac-12",71,28.4,89,32.5,3.6,12,4,8,741.4,40,199.61
"2019Fresno State",2019,"Fresno State",-4,"Mountain West",46,30.6,98,33.6,6.4,12,4,8,482.79,87,153.5
"2019Colorado",2019,"Colorado",-4.1,"Pac-12",49,30.1,105,34.7,4.7,12,5,7,614.27,44,194.55
"2019Utah State",2019,"Utah State",-4.3,"Mountain West",77,26.2,81,31,5.7,13,7,6,424.16,90,149.92
"2019Houston",2019,"Houston",-4.3,"American Athletic",56,29.6,110,35.4,3.4,12,4,8,597.62,72,165.39
"2019Central Michigan",2019,"Central Michigan",-4.4,"Mid-American",80,26,71,29,8.1,14,8,6,416.63,104,137.96
"2019Troy",2019,"Troy",-4.4,"Sun Belt",40,32.2,110,35.4,6.5,12,5,7,388.67,80,157.59
"2019Georgia Southern",2019,"Georgia Southern",-4.5,"Sun Belt",101,22.2,61,27.4,6,13,7,6,411.8,121,125.24
"2019Ball State",2019,"Ball State",-4.5,"Mid-American",59,29.5,91,32.6,5.1,12,5,7,327.92,125,122.89
"2019Stanford",2019,"Stanford",-4.7,"Pac-12",74,27.2,87,32.2,4.2,12,4,8,787.59,21,242.58
"2019Southern Miss",2019,"Southern Miss",-4.8,"Conference USA",96,23.6,64,27.7,6.7,13,7,6,456.29,82,156.39
"2019Western Michigan",2019,"Western Michigan",-4.9,"Mid-American",56,29.6,89,32.5,6.6,13,7,6,452.05,92,148.7
"2019Northwestern",2019,"Northwestern",-5.5,"Big Ten",123,16.5,27,20,4.7,12,3,9,612.62,52,188.14
"2019Boston College",2019,"Boston College",-5.7,"ACC",44,31.3,110,35.4,6.7,13,6,7,564.95,63,177.26
"2019North Texas",2019,"North Texas",-6.1,"Conference USA",85,25,91,32.6,4,12,4,8,457.24,75,158.78
"2019Charlotte",2019,"Charlotte",-6.3,"Conference USA",54,29.9,107,35.1,7.5,13,7,6,386.38,132,112.69
"2019NC State",2019,"NC State",-6.3,"ACC",102,22,76,29.7,4.2,12,4,8,668.85,31,217.29
"2019Maryland",2019,"Maryland",-6.3,"Big Ten",76,26.3,79,30.3,3.3,12,3,9,703.94,47,192.18
"2019Florida International",2019,"Florida International",-7,"Conference USA",102,22,73,29.4,7.7,13,6,7,532.88,88,152.57
"2019West Virginia",2019,"West Virginia",-7,"Big 12",100,22.9,72,29.1,3.8,12,5,7,639.11,48,191.83
"2019San José State",2019,"San José State",-7.2,"Mountain West",56,29.6,116,36.7,5.3,12,5,7,433.33,118,127.53
"2019Arizona",2019,"Arizona",-8,"Pac-12",49,30.1,114,36.1,4,12,4,8,570.07,54,182.67
"2019Eastern Michigan",2019,"Eastern Michigan",-8.6,"Mid-American",62,29.3,118,37.8,6,13,6,7,317.49,123,124.99
"2019Miami (OH)",2019,"Miami (OH)",-9.2,"Mid-American",111,19.8,77,30,5.8,14,8,6,359.14,89,151.13
"2019Kansas",2019,"Kansas",-9.8,"Big 12",77,26.2,106,34.8,3.9,12,3,9,528.62,70,165.84
"2019South Florida",2019,"South Florida",-9.8,"American Athletic",109,20.4,61,27.4,5.1,12,4,8,559.66,77,158.44
"2019Kent State",2019,"Kent State",-10.2,"Mid-American",82,25.9,119,37.9,5.5,13,7,6,313.22,102,138.12
"2019Vanderbilt",2019,"Vanderbilt",-10.4,"SEC",104,21.8,98,33.6,2.5,12,3,9,605.06,56,182.42
"2019Georgia State",2019,"Georgia State",-10.5,"Sun Belt",60,29.4,121,38.4,6.4,13,7,6,369.05,98,140.37
"2019Arkansas",2019,"Arkansas",-10.6,"SEC",105,21.7,88,32.3,2.3,12,2,10,707.72,23,237.17
"2019UL Monroe",2019,"UL Monroe",-10.7,"Sun Belt",43,31.5,127,40.8,5.7,12,5,7,346.03,128,119.38
"2019Middle Tennessee",2019,"Middle Tennessee",-11.3,"Conference USA",74,27.2,117,37.4,5.4,12,4,8,450.79,85,154.43
"2019Georgia Tech",2019,"Georgia Tech",-12,"ACC",117,18.8,70,28.9,2,12,3,9,629.1,51,188.28
"2019Nevada",2019,"Nevada",-12.3,"Mountain West",113,19.4,85,31.9,6.3,13,7,6,461.96,93,145.27
"2019Toledo",2019,"Toledo",-13.7,"Mid-American",83,25.6,121,38.4,5.8,12,6,6,451.43,73,162.01
"2019Northern Illinois",2019,"Northern Illinois",-13.9,"Mid-American",106,20.7,102,34.2,5.5,12,5,7,397.98,108,134.16
"2019East Carolina",2019,"East Carolina",-14,"American Athletic",93,24,120,38.1,3.5,12,4,8,468.23,78,158.4
"2019Rutgers",2019,"Rutgers",-14.6,"Big Ten",121,17.4,84,31.8,1.7,12,2,10,587.28,64,174.33
"2019Texas State",2019,"Texas State",-16.2,"Sun Belt",120,17.6,94,33,2.8,12,3,9,348.47,133,111.1
"2019New Mexico",2019,"New Mexico",-17,"Mountain West",107,20.6,123,39.2,1.9,12,2,10,401.9,119,126.28
"2019UNLV",2019,"UNLV",-17.4,"Mountain West",114,19.3,114,36.1,4.8,12,4,8,462.72,100,139.57
"2019Rice",2019,"Rice",-18,"Conference USA",127,15.1,96,33.2,4,12,3,9,397.04,111,132.03
"2019South Alabama",2019,"South Alabama",-20.3,"Sun Belt",124,16.3,101,34,2.9,12,2,10,381.38,126,122.8
"2019New Mexico State",2019,"New Mexico State",-22,"FBS Independents",115,19,126,40.3,3.1,12,2,10,269.79,120,125.55
"2019UTSA",2019,"UTSA",-23.7,"Conference USA",116,18.9,128,41.7,3.6,12,4,8,471.36,96,142.31
"2019UConn",2019,"UConn",-24.4,"American Athletic",125,16.2,125,39.7,2.7,12,2,10,412.55,117,127.68
"2019Old Dominion",2019,"Old Dominion",-24.4,"Conference USA",129,10.6,104,34.3,2.2,12,1,11,374.74,116,128.31
"2019UTEP",2019,"UTEP",-25.6,"Conference USA",119,18,129,43.5,1.7,12,1,11,355.31,112,131.98
"2019Bowling Green",2019,"Bowling Green",-27.5,"Mid-American",128,14.9,124,39.5,2.8,12,3,9,315.44,129,115.37
"2019Akron",2019,"Akron",-29.8,"Mid-American",130,7.7,108,35.3,1.4,12,0,12,312.81,114,130.23
"2019Massachusetts",2019,"Massachusetts",-34.6,"FBS Independents",126,15.3,130,49.3,1,12,1,11,358.88,113,130.79
"2020Ohio State",2020,"Ohio State",28.4,"Big Ten",2,45.3,7,16.7,6.9,8,7,1,976.48,5,295.08
"2020Alabama",2020,"Alabama",28.3,"SEC",1,46.8,12,18.6,12.6,13,13,0,985.86,2,310.44
"2020Wisconsin",2020,"Wisconsin",26.5,"Big Ten",9,38.7,2,12.2,4.8,7,4,3,676.48,25,225.54
"2020Clemson",2020,"Clemson",26.1,"ACC",6,42.6,7,16.7,9.1,12,10,2,915.57,3,309.73
"2020Notre Dame",2020,"Notre Dame",21,"FBS Independents",10,38.3,11,17.3,9.1,12,10,2,866.21,17,251.45
"2020Florida",2020,"Florida",19.8,"SEC",4,43.3,34,23.9,8,12,8,4,809.32,8,272.99
"2020BYU",2020,"BYU",19.2,"FBS Independents",8,39.2,20,20.3,10.3,12,11,1,510.95,78,159.91
"2020Georgia",2020,"Georgia",19.1,"SEC",44,30.8,1,12.1,7.5,10,8,2,990.47,1,313.34
"2020Cincinnati",2020,"Cincinnati",18.6,"American Athletic",24,34.5,6,15.9,9,10,9,1,600.61,40,194.95
"2020Oregon",2020,"Oregon",18.1,"Pac-12",20,35.1,10,16.9,5,7,4,3,816.74,12,259.49
"2020North Carolina",2020,"North Carolina",18,"ACC",3,43.7,47,25.6,8.6,12,8,4,740.19,19,246.65
"2020Oklahoma",2020,"Oklahoma",17.8,"Big 12",5,43,42,25.2,9,11,9,2,866.36,11,259.6
"2020Iowa",2020,"Iowa",16.3,"Big Ten",55,29.7,3,13.5,6.3,8,6,2,631.81,35,203.81
"2020Texas A&M",2020,"Texas A&M",16.2,"SEC",15,37.7,25,21.5,8.4,10,9,1,875.1,6,289.49
"2020Oklahoma State",2020,"Oklahoma State",14.2,"Big 12",45,30.7,7,16.7,6.7,11,8,3,639.23,45,192.35
"2020Penn State",2020,"Penn State",13.9,"Big Ten",21,35,23,21,5.3,9,4,5,850.7,15,256.05
"2020Virginia Tech",2020,"Virginia Tech",13.7,"ACC",12,38,38,24.4,6.8,11,5,6,670.7,72,162.89
"2020UCF",2020,"UCF",13.6,"American Athletic",7,39.4,51,25.7,6.4,10,6,4,593.07,71,162.97
"2020Iowa State",2020,"Iowa State",13.3,"Big 12",24,34.5,24,21.1,8.7,12,9,3,602.96,46,190.9
"2020Miami",2020,"Miami",12.8,"ACC",38,32.6,19,20.2,6.8,11,8,3,822.41,13,256.71
"2020Auburn",2020,"Auburn",12.6,"SEC",34,33,22,20.7,4.7,11,6,5,844.78,7,274.6
"2020USC",2020,"USC",12.4,"Pac-12",12,38,45,25.5,2.7,6,5,1,853.16,55,181.01
"2020Utah",2020,"Utah",11.9,"Pac-12",18,36.1,37,24.3,3.7,5,3,2,649.86,29,212.32
"2020Washington",2020,"Washington",11.7,"Pac-12",43,30.9,17,19.1,2.6,4,3,1,815.23,16,252.35
"2020Arizona State",2020,"Arizona State",11.4,"Pac-12",50,30.2,14,18.9,2.7,4,2,2,743.24,24,229.47
"2020Indiana",2020,"Indiana",11.2,"Big Ten",31,33.6,28,22.6,4.4,8,6,2,611.17,58,177.39
"2020Michigan",2020,"Michigan",10.7,"Big Ten",34,33,26,22.2,2.2,6,2,4,832.65,14,256.34
"2020App State",2020,"App State",10.3,"Sun Belt",34,33,28,22.6,8.7,12,9,3,382.58,83,154.59
"2020Texas",2020,"Texas",9.7,"Big 12",22,34.8,42,25.2,6.3,10,7,3,892.91,9,270.93
"2020Marshall",2020,"Marshall",9.5,"Conference USA",64,28.6,16,19,7,10,7,3,408.98,96,146.14
"2020SMU",2020,"SMU",9.2,"American Athletic",17,36.4,60,27.3,6.2,10,7,3,604.59,81,156.95
"2020Northwestern",2020,"Northwestern",9,"Big Ten",99,24,5,15.2,6.1,9,7,2,629.84,47,190.69
"2020West Virginia",2020,"West Virginia",8.5,"Big 12",72,27.9,18,19.4,5.2,10,6,4,631.27,37,199.77
"2020Louisiana",2020,"Louisiana",8.1,"Sun Belt",27,33.8,47,25.6,7.1,11,10,1,378.95,79,158.34
"2020Nebraska",2020,"Nebraska",7.7,"Big Ten",29,33.7,53,25.9,3.5,8,3,5,733.39,20,240.27
"2020Boise State",2020,"Boise State",6.7,"Mountain West",33,33.1,54,26.4,4.7,7,5,2,571.21,65,167.92
"2020Louisville",2020,"Louisville",6.5,"ACC",15,37.7,87,31.1,5.5,11,4,7,621.82,42,194.46
"2020LSU",2020,"LSU",6,"SEC",27,33.8,69,28.3,3.1,10,5,5,873.23,4,300.54
"2020Pittsburgh",2020,"Pittsburgh",6,"ACC",89,24.7,14,18.9,6.1,11,6,5,653.05,44,192.65
"2020Purdue",2020,"Purdue",5.9,"Big Ten",38,32.6,57,26.8,1.2,6,2,4,644.03,33,208.38
"2020Memphis",2020,"Memphis",5.7,"American Athletic",22,34.8,73,29.4,5.3,11,8,3,587.17,67,165.67
"2020Tulsa",2020,"Tulsa",5.6,"American Athletic",56,29.5,31,23.5,6.2,9,6,3,470.03,112,138.25
"2020San Diego State",2020,"San Diego State",5.3,"Mountain West",114,20.2,4,15,5.5,8,4,4,454.6,104,142.57
"2020Ole Miss",2020,"Ole Miss",4.8,"SEC",11,38.1,99,33.2,5.2,10,5,5,702.2,34,204.07
"2020Minnesota",2020,"Minnesota",4.7,"Big Ten",19,35.8,86,30.7,3.3,7,3,4,594.7,38,199.35
"2020Washington State",2020,"Washington State",4.2,"Pac-12",14,37.8,101,33.7,0.7,4,1,3,516.96,56,179.28
"2020Tulane",2020,"Tulane",4.2,"American Athletic",32,33.2,72,29.1,5.6,12,6,6,526.19,66,165.84
"2020Houston",2020,"Houston",3.3,"American Athletic",40,32.2,71,29,3.4,8,3,5,608.28,82,155.32
"2020Army",2020,"Army",2.7,"FBS Independents",73,27.8,44,25.3,9.2,12,9,3,152.03,111,139.43
"2020California",2020,"California",2.4,"Pac-12",47,30.6,68,28.2,1.1,4,1,3,599.17,39,198
"2020Troy",2020,"Troy",2.3,"Sun Belt",67,28.4,52,25.8,5.4,11,5,6,323.67,84,154.47
"2020Kentucky",2020,"Kentucky",2.2,"SEC",85,25.9,35,24.1,5.7,11,5,6,716.65,23,229.87
"2020Kansas State",2020,"Kansas State",2,"Big 12",81,26.7,40,24.7,5,10,4,6,560.96,51,182.46
"2020Nevada",2020,"Nevada",1.9,"Mountain West",75,27.5,47,25.6,5,9,7,2,400.84,119,132.46
